lemma	norm	form	cf
mukillu[holder]N	mukīl	{LU₂}mu-kil-{KUŠ}PA-MEŠ-ia	2
mukinnu[witness]N	mukinnu	mu-kin-nu	1
munnagru[hired man]N	munnagrūte	{LU₂}mu-un-na-ag-ru-te	1
muppišu[maker]N	muppišu	mu-pi-šu	1
murṣu[illness]N	murṣi	mur-ṣi	1
musukkannu[Magan-tree]N	musukkannī	{GIŠ}MES.MA₂.GAN.NA	5
muterru[(re)turner]N	mutīr	{LU₂}mu-tir-ṭe₃-me	2
mušarkisu[(military) procurement officer]N	mušarkis	{LU₂}mu-šar-kis	2
mušarkisu[(military) procurement officer]N	mušarkis	{LU₂}mu-šar₂-kis	1
mušarkisu[(military) procurement officer]N	mušarkisu	{LU₂}mu-šar-ki-su	1
mušarkisu[(military) procurement officer]N	mušarkisāni	{LU₂}mu-šar-ki-sa-a-ni	5
mušarkisu[(military) procurement officer]N	mušarkisāni	{LU₂}mu-šar-kis-MEŠ	4
mušarkisu[(military) procurement officer]N	mušarkisāni	{LU₂}mu-šar-kiš-MEŠ	1
mušarkisu[(military) procurement officer]N	mušarkisāni	{LU₂}mu-šar₂-kis-MEŠ	1
mušarkisu[(military) procurement officer]N	mušarkisāni	{LU₂}mu-šar₂-kis-MEŠ-ni	1
mušarû[(royal) inscription]N	muššarû	muš-ša₂-ru-u	1
mušarû[(royal) inscription]N	muššarānî	muš-ša₂-ra-ni-i	1
mušašnītu[weir?]N	mušašnīti	{ID₂}mu-ša₂-aš₂-ni-ti	1
mušašnītu[weir?]N	mušašnītu	{ID₂}mu-ša₂-aš₂-ni-tu₂	1
mušku[(a tree)]N	muskī	{GIŠ}mu-us-ki	1
mušlu[similar]AJ	mušlāni	muš-la-ni	1
muštaʾʾûtu[leisure]N	mussaʾʾīte	E₂-mu-sa-i-te	1
muṣallu[afternoon]N	muṣallimma	mu-ṣa-li-ma	1
muṭû[deficit]N	muṭê	LAL-e	6
muṭû[deficit]N	muṭê	mu-ṭe-e	1
mâdu[be(come) many]V	intaʾda	in-ta-aʾ-da	1
mâdu[be(come) many]V	intiʾidu	in-ti-i-du	1
mâdu[be(come) many]V	intiʾīdi	in-ti-iʾ-di	1
mâtu[die]V	amūat	a-mu-at	2
mâtu[die]V	amūtūni	a-mu-tu-ni	1
mâtu[die]V	amūʾāta	a-mu-a-ta	1
mâtu[die]V	imuttu	i-mut-tu₂	2
mâtu[die]V	imuttû	i-mut-tu-u₂	1
mâtu[die]V	intūata	in-tu-a-ta	1
mâtu[die]V	muāti	mu-a-ti	1
mâtu[die]V	tamūat	ta-mu-at	1
mâtu[die]V	tamūta	ta-mu-ta	1
mâtu[die]V	tamūttēni	ta-mut-te-ni	1
mû[water]N	mê	A-MEŠ	31
mû[water]N	mêka	A-MEŠ-ka	1
mû[water]N	mêšunu	A-MEŠ-šu₂-nu	1
mû[water]N	mêšīni	A-MEŠ-ši-ni	1
mā[saying]PRP	mā	ma	61
mā[saying]PRP	mā	ma-a	1442
mādidu[measuring official (for grain etc.)]N	mādidānīšu	{LU₂}ma-di-da-ni-šu₂	1
mādu[many]AJ	maʾad	ma-ʾa-ad	4
mādu[many]AJ	maʾattu	ma-ʾa-tu₂	1
mādu[many]AJ	maʾda	ma-a-da	1
mādu[many]AJ	maʾda	ma-aʾ-da	25
mādu[many]AJ	maʾda	ma-da	1
mādu[many]AJ	maʾda	ma-ʾa-da	1
mādu[many]AJ	maʾdu	ma-aʾ-du	6
mādu[many]AJ	maʾdūni	ma-aʾ-du-ni	1
mādu[many]AJ	maʾdūte	ma-a-du-u-te	1
mādu[many]AJ	maʾdūte	ma-aʾ-du-u-te	1
mādu[many]AJ	maʾdūti	ma-aʾ-du-ti	1
mādu[many]AJ	mādu	ma-a-du	1
mādu[many]AJ	mādu	ma-aʾ-da	1
mādu[many]AJ	māʾdu	ma-a-aʾ-du	1
māhiṣu[beater]N	māhiṣi	{LU₂}ma-hi-ṣi	1
māhāzu[shrine]N	māhāzāni	{URU}ma-ha-zi-MEŠ	1
māhāzu[shrine]N	māhāzī	ma-ha-zi	1
mākisu[tax-collector]N	mākisu	{LU₂}ma-ki-su	1
mākisu[tax-collector]N	mākisê	{LU₂}ma-ki-se-e	1
mārtu[daughter]N	marʾassa	DUMU.MI₂-sa	1
mārtu[daughter]N	marʾat	DUMU.MI₂	2
mārtu[daughter]N	marʾiti	DUMU.MI₂	2
mārtu[daughter]N	marʾitīšu	DUMU.MI₂-šu	1
mārtu[daughter]N	marʾutu	DUMU.MI₂	5
mārtu[daughter]N	marʾāti	DUMU.MI₂-MEŠ	2
mārtu[daughter]N	marʾātišu	DUMU.MI₂-MEŠ-šu₂	2
mārtu[daughter]N	marʾātīša	DUMU.MI₂-MEŠ-ša₂	1
mārtu[daughter]N	marʾātīšunu	DUMU.MI₂-MEŠ-šu₂-nu	1
māru[son]N	marʾi	DUMU	1
māru[son]N	marʾu	DUMU	5
māru[son]N	marʾāya	DUMU-a.a	1
māru[son]N	marʾē	DUMU-MEŠ	6
māru[son]N	marʾē	DUMU-MEŠ-{LU₂}ŠAM₂-MEŠ	1
māru[son]N	marʾē	DUMU-MEŠ—KA₂.DINGIR{KI}	1
māru[son]N	marʾē	DUMU-MEŠ—ŠAM₂-MEŠ	1
māru[son]N	marʾē	DUMU-MEŠ—ŠAM₂-MEŠ-e	1
māru[son]N	marʾēšu	DUMU-MEŠ-šu₂	3
māru[son]N	marʾēšunu	DUMU-MEŠ-šu₂-nu	2
māru[son]N	marʾīšu	DUMU-šu₂	1
māru[son]N	mār	A	7
māru[son]N	mār	A—MAN	1
māru[son]N	mār	DUMU	61
māru[son]N	mār	DUMU-{URU}ni-nu-a	1
māru[son]N	mār	DUMU—BAR₂.SIPA{KI}	2
māru[son]N	mār	DUMU—KA₂.DINGIR	3
māru[son]N	mār	DUMU—KA₂.DINGIR-MEŠ	1
māru[son]N	mār	DUMU—KA₂.DINGIR.RA	3
māru[son]N	mār	DUMU—KA₂.DINGIR.RA{KI}	4
māru[son]N	mār	DUMU—KA₂.DINGIR{KI}	3
māru[son]N	mār	DUMU—KA₂.DINGIR{KI}-MEŠ	1
māru[son]N	mār	DUMU—KA₂.DINGIR{KI}-ku	1
māru[son]N	mār	DUMU—LUGAL	18
māru[son]N	mār	DUMU—MAN	1
māru[son]N	mār	DUMU—PAB-šu₂	1
māru[son]N	mār	DUMU—ŠEŠ-ka	1
māru[son]N	mār	DUMU—ŠEŠ-šu₂	2
māru[son]N	mār	DUMU—ŠEŠ—AD-šu₂	5
māru[son]N	mār	{LU₂}A-šip-ri	16
māru[son]N	mār	{LU₂}A-šip-ri-MEŠ	2
māru[son]N	mār	{LU₂}A-šip-ri-ia	9
māru[son]N	mār	{LU₂}A-šip-ri-ia₂	1
māru[son]N	mār	{LU₂}A-šip-ri-ka	1
māru[son]N	mār	{LU₂}A-šip-ri-šu₂	1
māru[son]N	mār	{LU₂}A—KIN	51
māru[son]N	mār	{LU₂}A—KIN-MEŠ	5
māru[son]N	mār	{LU₂}A—KIN-MEŠ-ni-šu₂-nu	1
māru[son]N	mār	{LU₂}A—KIN-MEŠ-šu₂	3
māru[son]N	mār	{LU₂}A—KIN-e-a	10
māru[son]N	mār	{LU₂}A—KIN-e-šu₂	3
māru[son]N	mār	{LU₂}A—KIN-ia	26
māru[son]N	mār	{LU₂}A—KIN-ia₂	3
māru[son]N	mār	{LU₂}A—KIN-ka	7
māru[son]N	mār	{LU₂}A—KIN-šu₂	6
māru[son]N	mār	{LU₂}A—KIN-šu₂-nu	2
māru[son]N	mār	{LU₂}A—SIG	2
māru[son]N	mār	{LU₂}A—SIG-MEŠ	1
māru[son]N	mār	{LU₂}A—SIG-ia	1
māru[son]N	mār	{LU₂}A—SIG₅	1
māru[son]N	mār	{LU₂}A—SIG₅-MEŠ	1
māru[son]N	mār	{LU₂}DUMU	1
māru[son]N	mār	{LU₂}DUMU-ki-it-ki-te-e	1
māru[son]N	mār	{LU₂}DUMU-šip-ra-a-ni	1
māru[son]N	mār	{LU₂}DUMU-šip-ra-ni	1
māru[son]N	mār	{LU₂}DUMU-šip-ra-ni-ia	1
māru[son]N	mār	{LU₂}DUMU-šip-ri	10
māru[son]N	mār	{LU₂}DUMU-šip-ri-ia	5
māru[son]N	mār	{LU₂}DUMU-šip-ri-šu	1
māru[son]N	mār	{LU₂}DUMU-šip-ri-šu₂	1
māru[son]N	mār	{LU₂}DUMU—BAR₂.SIPA{KI}	1
māru[son]N	mār	{LU₂}DUMU—KA₂.DINGIR.RA	1
māru[son]N	mār	{LU₂}DUMU—KA₂.DINGIR.RA{KI}	1
māru[son]N	mār	{LU₂}DUMU—KA₂.DINGIR{KI}	1
māru[son]N	mār	{LU₂}DUMU—KIN-ia	1
māru[son]N	mār	{LU₂}DUMU—TIN.TIR{KI}	1
māru[son]N	mār	{LU₂}DUMU—ŠAM₂-MEŠ	2
māru[son]N	mār	{LU₂}KIN.A	2
māru[son]N	mār	{LU₂}KIN.A-MEŠ	1
māru[son]N	māre	DUMU-MEŠ—GU₂.DU₈.A{KI}	1
māru[son]N	māre	DUMU-MEŠ—KA₂.DINGIR{KI}	1
māru[son]N	māre	DUMU-MEŠ—TIN.TIR{KI}	1
māru[son]N	mārka	DUMU-ka	1
māru[son]N	mārē	DUMU-MEŠ—KA₂.DINGIR	1
māru[son]N	mārē	{LU₂}DUMU-MEŠ—BAR₂.SIPA{KI}	1
māru[son]N	mārīya	DUMU-ia	1
māru[son]N	mārīšu	{LU₂}DUMU-MEŠ-šu₂	1
māru[son]N	mārīšunu	DUMU-MEŠ-šu₂-nu	1
māru[son]N	mārīšūni	DUMU-MEŠ-šu₂-u-ni	1
māru[son]N	māršu	A-šu₂	1
māru[son]N	māršu	DUMU-šu	1
māru[son]N	māršu	DUMU-šu₂	2
māru[son]N	māršu	{LU₂}A-šu₂	1
māru[son]N	māršu	{LU₂}DUMU-šu₂	2
mātu[land]N	māssu	KUR-su	1
mātu[land]N	māt	KUR-aš-šur	18
mātu[land]N	māt	KUR-aš-šur{KI}	29
mātu[land]N	māt	KUR-{LU₂}GAL—KAŠ.LUL	1
mātu[land]N	māt	KUR-{d}aš-šur{KI}	1
mātu[land]N	māt	{KUR}na-ki-ri	1
mātu[land]N	māt	{KUR}na-kir₃	1
mātu[land]N	māte	ma-a-te	8
mātu[land]N	māti	KUR	79
mātu[land]N	mātikunu	KUR-ku-nu	1
mātu[land]N	mātimma	KUR-ma	1
mātu[land]N	mātišunu	KUR-šu₂-nu	3
mātu[land]N	mātu	KUR	6
mātu[land]N	mātu	ma-a-tu	1
mātu[land]N	mātu	ma-a-tu₂	1
mātu[land]N	mātu	{KUR}ma-a-tu₂	2
mātu[land]N	mātāti	KUR-MEŠ	3
mātu[land]N	mātāti	KUR.KUR	2
mātu[land]N	mātāti	KUR.KUR-MEŠ	5
mātu[land]N	mātātišunu	KUR-MEŠ-šu₂-nu	1
mātu[land]N	mātēni	ma-te-ni	1
mātu[land]N	mātī	ma-a-ti	6
mātu[land]N	mātīni	KUR-i-ni	1
mātu[land]N	mātīni	ma-a-ti-ni	1
mātu[land]N	mātīni	ma-ti-ni	1
mātu[land]N	mātīya	KUR-a	1
mātu[land]N	mātīya	KUR-ia	7
mātu[land]N	mātīya	ma-ti-ia	1
mātu[land]N	mātīya	{KUR}ma-ti-ia	1
mātu[land]N	mātīšu	KUR-šu	1
mātu[land]N	mātīšu	KUR-šu₂	9
mātu[land]N	mātīšūni	KUR-šu₂-ni	1
māšartu[inspection]N	māšarte	ma-šar-te	5
māšartu[inspection]N	māšarti	ma-šar-ti	3
mēlû[height]N	mīlāni	{NA₄}mi₃-il-a-ni	1
mīlu[high water]N	milʾāni	mi₃-il-ʾa-a-ni	1
mīlu[high water]N	mēlīšu	me-li-šu₂	1
mīnu[what?]QP	mīni	mi-i-ni	14
mīnu[what?]QP	mīni	mi-ni	7
mīnu[what?]QP	mīni	mi₃-i-ni	2
mīnu[what?]QP	mīni	mi₃-ni	8
mīnu[what?]QP	mīnu	mi-i-nu	61
mīnu[what?]QP	mīnu	mi-nu	40
mīnu[what?]QP	mīnu	mi₃-i-nu	14
mīnu[what?]QP	mīnu	mi₃-nu	13
mīnu[what?]QP	mīnumma	mi-i-nu-um-ma	1
mītu[dead]AJ	mēte	UŠ₂	1
mītu[dead]AJ	mēte	me₂-e-te	1
mītu[dead]AJ	mēte	mi-e-te	1
mītu[dead]AJ	mētu	UŠ₂	3
mītu[dead]AJ	mētu	UŠ₂-MEŠ	3
mītu[dead]AJ	mētu	me₂-e-tu	1
mītu[dead]AJ	mētu	mi-e-tu₂	1
mītu[dead]AJ	mētūni	me-e-tu-ni	1
mītu[dead]AJ	mētūni	me₂-tu-u-ni	1
mītu[dead]AJ	mētūti	UŠ₂-MEŠ	2
mītu[dead]AJ	mētūti	{LU₂}UŠ₂-MEŠ	1
mītu[dead]AJ	mītu	mi-tu	1
mītu[dead]AJ	mītūni	mi-tu-u-ni	1
mūbû[thickness]N	mūbû	mu-bu-u	6
mūbû[thickness]N	mūbû	mu-bu-u₂	1
mūdânūtu[knowledge]N	mūdānūte	mu-da-nu-te	1
mūgu[contingent]N	mūgi	{LU₂}GAL-mu-gi	1
mūlû[height]N	mullêšunu	mul-le-e-šu₂-nu	1
mūlû[height]N	mūlû	mu-lu-u	7
mūraku[length]N	mūrakšu	GID₂.DA-šu₂	1
mūraku[length]N	mūriki	GID₂.DA	1
mūraku[length]N	mūruku	GID₂.DA	9
mūru[young animal]N	mūru	mu-ru	1
mūtānu[epidemic]N	mūtāni	mu-ta-ni	1
mūtānu[epidemic]N	mūtānu	mu-ta-nu	1
mūšu[night]N	mūši	MI	3
mūšu[night]N	mūšu	MI	1
mūšu[night]N	mūšu	mu-šu	1
mūšu[night]N	mūšu	mu-šu₂	1
mūšu[night]N	mūšīšu	mu-ši-šu₂	1
mūṣû[exit]N	mūṣû	mu-ṣu	1
nabalkutu[cross over]V	ibbalkutu	i-bal-ku-tu	1
nabalkutu[cross over]V	ibbalkāta	i-bal-ka-ta	1
nabalkutu[cross over]V	ittabalkatūni	it-ta-bal-kat₃-u-ni	1
nabalkutu[cross over]V	ittabalkitu	i-ta-bal-ki-tu₂	1
nabalkutu[cross over]V	lušabalkita	lu-ša₂-bal-ki-ta	1
nabalkutu[cross over]V	lušabalkitušu	lu-ša₂-bal-ki-tu-šu	1
nabalkutu[cross over]V	nussabalkit	nu-sa-bal-kit	1
nabalkutu[cross over]V	nūšabalkatšu	nu-u-ša₂-bal-kat₃-šu₂	1
nabalkutu[cross over]V	ušabalkutu	u₂-ša₂-bal-ku-tu₂	1
naglabu[razor]N	nagalubu	na-ga-lu-bu	1
nagmuru[finished]AJ	nagamarūte	na-ga-ma-ru-u-te	1
nagû[region]N	nagie	na-gi-e	10
nagû[region]N	nagie	{KUR}na-gi-e	1
nagû[region]N	nagie	{KUR}na-gi-ie	2
nagû[region]N	nagiu	na-gi-u	1
nagû[region]N	nagiu	na-gi-u₂	1
nagû[region]N	nagiu	{KUR}na-gi-u	2
nagû[region]N	nagiu	{KUR}na-gi-u₂	2
nagû[region]N	nagiāni	na-gi-a-ni	2
nagû[region]N	nagê	na-ge-e	4
nagû[region]N	nagî	na-gi-i	4
nagû[region]N	nagīka	na-gi-ka	2
nagû[region]N	nagīya	na-gi-ia-a	1
nagāru[joiner]N	naggār	{LU₂}NAGAR-mu-gir	1
nagāru[joiner]N	naggār	{LU₂}NAGAR-pa-a-ši	1
nagāru[joiner]N	naggāru	{LU₂}NAGAR	1
nagāru[joiner]N	naggārāni	{LU₂}NAGAR-MEŠ	7
nagāru[joiner]N	naggārānīya	{LU₂}NAGAR-MEŠ-ia	1
nahallu[stream]N	nahalāte	na-hal-a-te	1
nahallu[stream]N	nahli	na-ah-li	1
nahātu[be(come) small]V	unahhatušunu	u₂-na-ha-tu-šu-nu	1
nakkamtu[treasure]N	nakkantu	{E₂}na-kan-tu₂	1
nakkapu[circumference]N	nakuppu	na-ku-pu	2
nakru[enemy]N	nakari	na-ka-ri	1
nakru[enemy]N	nakiri	{KUR}na-ki-ri	1
nakru[enemy]N	nakri	{LU₂}KUR₂	1
nakru[enemy]N	nakrikunu	{LU₂}KUR₂-ku-nu	1
nakru[enemy]N	nakru	{LU₂}KUR₂	2
nakru[enemy]N	nakrīšu	{LU₂}KUR₂-šu	1
nakru[enemy]N	nakrūti	{LU₂}KUR₂-MEŠ	1
nakru[enemy]N	nakrūtīka	KUR₂-MEŠ-ka	1
nakru[strange]AJ	nakarāka	na-ka-ra-ka	1
naksu[cut (off)]AJ	naksāte	nak-sa-a-te	1
nakāru[be(come) different]V	ittakra	it-ta-ak-ra	1
nakāru[be(come) different]V	ittakru	it-tak-ru	2
nakāru[be(come) different]V	ittikīri	i-ti-ki-ri	1
nakāru[be(come) different]V	unakkarūni	u₂-na-ka-ar₂-u-ni	1
nakāru[enemy]N	nakārīka	{LU₂}EN—KUR₂-MEŠ-ka	1
nakāsu[cut]V	akkisūni	ak-ki-su-u-ni	1
nakāsu[cut]V	anakkis	a-na-ki-is	1
nakāsu[cut]V	anakkis	a-na-kis	1
nakāsu[cut]V	inakkisi	i-na-ki-si	1
nakāsu[cut]V	inakkisu	i-na-ki-su	3
nakāsu[cut]V	ittikīsi	i-ti-ki-si	1
nakāsu[cut]V	likkisu	li-ik-ki-su	1
nakāsu[cut]V	nikkīsi	ni-ki-si	1
nakāsu[cut]V	ninakkis	ni-na-ki-is	1
nakāsu[cut]V	takkisāni	ta-ki-sa-ni	1
namaddu[measurement]N	namaddāte	na-ma-da-a-te	1
namaddu[measurement]N	namaddāti	na-ma-da-a-ti	1
namaddu[measurement]N	nameddi	na-me-di	2
namarkû[be(come) late]V	ammarakku	a-ma-ra-ku₃	1
namarkû[be(come) late]V	immarku	i-mar-ku	1
namarkû[be(come) late]V	immarkūni	i-mar-ku-ni	1
namarkû[be(come) late]V	immarrakku	im-mar-rak-ku	1
namarkû[be(come) late]V	ittamarku	it-ta-mar-ku	1
namarkû[be(come) late]V	ittamarkū	i-ta-mar-ku-u	1
namarkû[be(come) late]V	limmarku	li-mar-ku	1
namarkû[be(come) late]V	limmarkū	li-mar-ku-u	1
namarkû[late]AJ	namarku	na-mar-ku	5
namarkû[late]AJ	namarkû	na-mar-ku-u	2
namāšu[set (o.s.) in motion]V	lunammiš	lu-nam-mi₃-iš	1
namāšu[set (o.s.) in motion]V	lunammišūni	lu-nam-mi-šu₂-u-ni	1
namāšu[set (o.s.) in motion]V	nammeša	na-me-ša₂	1
namāšu[set (o.s.) in motion]V	nammeša	nam-me-ša₂	1
namāšu[set (o.s.) in motion]V	nammiš	nam-mi-iš	1
namāšu[set (o.s.) in motion]V	nammiša	na-mi-ša₂	1
namāšu[set (o.s.) in motion]V	nammuši	nam-mu-ši	1
namāšu[set (o.s.) in motion]V	nammēši	na-me-ši	1
namāšu[set (o.s.) in motion]V	nunammeša	nu-nam-me-ša	1
namāšu[set (o.s.) in motion]V	nuttammeša	nu-ut-ta-am-me-ša₂	1
namāšu[set (o.s.) in motion]V	nuttammēši	nu-ta-me-ši	1
namāšu[set (o.s.) in motion]V	nuttammīši	nu-ta-mi-ši	1
namāšu[set (o.s.) in motion]V	tunammaša	tu-nam-ma-ša₂	1
namāšu[set (o.s.) in motion]V	tunammāša	tu-nam-ma-ša₂	1
namāšu[set (o.s.) in motion]V	tunammēše	tu-na-me-še	1
namāšu[set (o.s.) in motion]V	unammaš	u₂-na-ma-aš₂	1
namāšu[set (o.s.) in motion]V	unammaš	u₂-nam-ma-aš₂	2
namāšu[set (o.s.) in motion]V	unammaš	u₂-nam-maš	3
namāšu[set (o.s.) in motion]V	unammaša	u₂-nam-ma-ša₂	1
namāšu[set (o.s.) in motion]V	unammašūni	u₂-na-maš-u₂-ni	2
namāšu[set (o.s.) in motion]V	unammašūni	u₂-nam-maš-u-ni	1
namāšu[set (o.s.) in motion]V	unammeša	u₂-na-me-sa	1
namāšu[set (o.s.) in motion]V	unammešāninni	u₂-na-me-ša₂-a-ni-ni	1
namāšu[set (o.s.) in motion]V	unammiš	u₂-nam-mi-iš	1
namāšu[set (o.s.) in motion]V	unammišāni	u₂-na-me-ša₂-ni	1
namāšu[set (o.s.) in motion]V	unammišūni	u₂-na-miš-u-ni	1
namāšu[set (o.s.) in motion]V	unammišūni	u₂-nam-miš-u-ni	1
namāšu[set (o.s.) in motion]V	unammušu	u₂-na-mu-šu₂	1
namāšu[set (o.s.) in motion]V	unammušu	u₂-nam-mu-šu	1
namāšu[set (o.s.) in motion]V	unammāša	u₂-nam-ma-ša	2
namāšu[set (o.s.) in motion]V	uttamišūni	u₂-ta-miš-u₂-ni	1
namāšu[set (o.s.) in motion]V	uttammeša	u₂-ta-me-ša₂	1
namāšu[set (o.s.) in motion]V	uttammešu	ut-tam-me-šu₂	1
namāšu[set (o.s.) in motion]V	uttammešu	u₂-ta-me-šu	1
namāšu[set (o.s.) in motion]V	uttammešu	u₂-ta-me-šu₂	1
namāšu[set (o.s.) in motion]V	uttammiš	ut-ta-am-mi₃-iš	1
namāšu[set (o.s.) in motion]V	uttammiš	ut-ta-mi-iš	1
namāšu[set (o.s.) in motion]V	uttammiš	ut-tam-miš	1
namāšu[set (o.s.) in motion]V	uttammiš	u₂-ta-mi-iš	1
namāšu[set (o.s.) in motion]V	uttammiš	u₂-ta-mi₃-iš	1
namāšu[set (o.s.) in motion]V	uttammiš	u₂-tam-me-iš	1
namāšu[set (o.s.) in motion]V	uttammiš	u₂-tam-mi-iš	1
namāšu[set (o.s.) in motion]V	uttammiša	u₂-tam-me-ša₂	1
namāšu[set (o.s.) in motion]V	uttammišu	u₂-ta-am-mi-šu	1
namāšu[set (o.s.) in motion]V	uttammišu	u₂-ta-mi-šu	2
namāšu[set (o.s.) in motion]V	uttammišūma	u₂-ta-mi-šu-ma	1
namāšu[set (o.s.) in motion]V	uttammišūšu	u₂-ta-mi-šu-šu	1
namāšu[set (o.s.) in motion]V	uttammēši	u₂-ta-me-ši	1
namāšu[set (o.s.) in motion]V	uttammīši	ut-ta-mi₃-ši	1
namāšu[set (o.s.) in motion]V	uttammīši	u₂-ta-me-ši	1
namāšu[set (o.s.) in motion]V	uttammīši	u₂-ta-mi₃-ši	1
napištu[throat]N	nupšutu	ZI	1
napištu[throat]N	nupšutu	nu-up-šu-tu₂	1
